Seq	zspec	lmass	Fu	e_Fu	Fr	e_Fr
23200	          	  7.86	 2.18747e-01	 1.08923e-02	 2.68360e-01	 1.81539e-03
23201	  0.738000	  9.70	 1.79420e+00	 3.77601e-02	 6.44489e+00	 6.24494e-02
23202	          	  7.43	 9.94456e-02	 4.35694e-03	 2.23098e-01	 6.89848e-03
23203	          	  9.66	 4.46535e-01	 5.50063e-02	 8.57797e-01	 2.07318e-01
23204	          	  8.88	 6.80495e-01	 1.34339e-02	 1.82987e+00	 5.80925e-03
23205	          	  8.31	 1.52758e-02	 7.80618e-03	 2.82083e-02	 1.45231e-02
23206	          	  9.91	 3.89434e-01	 2.12401e-02	 7.72340e-01	 7.98772e-03
23207	          	  8.89	 5.25261e-02	 9.07695e-04	 6.13638e-01	 1.85170e-02
23208	          	  9.57	 1.47328e-01	 9.44003e-03	 3.79772e-01	 6.89848e-03
23209	          	  7.25	 4.05097e-02	 1.63385e-03	 6.73557e-01	 7.26156e-03
23210	          	  9.84	 2.49241e-01	 1.23447e-02	 8.52947e-01	 2.19662e-02
23211	          	  8.86	 3.13315e-01	 1.01662e-02	 6.66858e-01	 6.71694e-03
23212	          	  7.30	 2.24901e-01	 1.52493e-02	 4.44215e-01	 1.90616e-02
23213	          	  8.96	 3.82859e-01	 1.08923e-02	 9.58119e-01	 3.44924e-03
23214	          	  9.11	 2.21573e-01	 2.83201e-02	 2.54891e-01	 4.97417e-02
23215	          	  7.69	 5.38590e-02	 6.17233e-03	 1.30569e-01	 2.17847e-03
23216	          	  8.43	 2.42563e-03	 4.72001e-03	 1.97371e-02	 9.62157e-03
23217	          	  8.80	 1.85432e-01	 4.42955e-02	 2.86322e-01	 7.73356e-02
23218	          	 10.06	 1.14993e+00	 3.39478e-02	 5.76194e+00	 4.82894e-02
23219	          	  7.83	 1.23981e-01	 4.72001e-03	 3.46568e-01	 4.53848e-03
23220	          	  9.87	 1.87853e+00	 8.16926e-03	 4.30444e+00	 3.01355e-02
23221	          	 11.03	 3.41671e+01	 8.69572e-02	 2.30906e+01	 8.35080e-03
23222	          	  7.82	 3.87314e-02	 2.72309e-03	 2.78437e-02	 9.07695e-04
23223	          	  9.06	 1.05988e-01	 1.14370e-02	 2.20783e-01	 6.35387e-03
23224	  0.842000	  9.18	 9.09438e-01	 2.12401e-02	 1.95426e+00	 1.70647e-02
23225	          	  7.67	 4.59788e-02	 4.35694e-03	 9.03258e-02	 3.99386e-03
23226	          	  7.80	 5.22571e-02	 2.54155e-03	 8.32988e-02	 1.45231e-02
23227	          	  8.54	 1.82050e-01	 1.27077e-03	 3.51460e-01	 4.35694e-03
23228	          	  9.06	 4.22913e-01	 1.99693e-03	 4.88434e-01	 8.16926e-03
23229	          	  7.51	 2.66801e-03	 5.44617e-04	 1.57223e-02	 1.81539e-03
23230	          	  8.70	 9.20174e-01	 1.88801e-02	 2.03497e+00	 1.21631e-02
23231	          	  6.66	 2.59792e-02	 1.08923e-03	 5.69317e-02	 1.81539e-03
23232	  1.224000	  9.87	 1.67222e+00	 2.30555e-02	 4.35389e+00	 5.59140e-02
23233	          	  7.99	 9.20465e-02	 5.08309e-03	 1.57142e-01	 3.81232e-03
23234	          	  9.62	 7.91797e-01	 2.48708e-02	 9.02180e-01	 1.45231e-03
23235	          	  8.57	 2.12698e-01	 1.27077e-03	 4.37436e-01	 4.35694e-03
23236	          	 11.07	 6.14698e-01	 3.57632e-02	 3.94335e+00	 1.39422e-01
23237	          	  8.64	 1.25221e-01	 2.54155e-03	 1.30506e-01	 1.03477e-02
23238	          	  8.98	 1.84745e-01	 1.59754e-02	 7.54218e-01	 3.14063e-02
23239	          	  9.09	 7.94999e-02	 5.44617e-03	 1.07598e-01	 2.25108e-02
23240	          	  8.91	 1.73504e-01	 3.63078e-04	 1.86607e-01	 5.44617e-04
23241	          	  8.74	 2.07395e-01	 9.80311e-03	 3.32084e-01	 5.62771e-03
23242	          	  8.12	 9.69168e-02	 3.52186e-02	 9.05154e-02	 2.01508e-02
23243	          	  9.10	 1.65809e-01	 1.14370e-02	 5.12016e-01	 3.03170e-02
23244	          	  7.97	 8.39894e-02	 2.72309e-03	 1.35961e-01	 1.81539e-03
23245	          	  9.13	 1.21736e-01	 8.71387e-03	 2.48934e-01	 2.72309e-03
23246	          	  8.14	 7.00773e-02	 1.34339e-02	 9.25972e-02	 1.50677e-02
23247	          	  8.44	 5.56148e-02	 6.17233e-03	 1.29578e-01	 1.16185e-02
23248	          	  9.52	 1.27296e+00	 5.26463e-02	 1.35375e+00	 1.95518e-01
23249	          	  8.07	 1.54349e-01	 2.36001e-03	 3.17967e-01	 1.63385e-03
23250	          	  9.28	 1.40086e-01	 5.24648e-02	 2.21718e-01	 1.09286e-01
23251	          	  9.36	 5.53414e-01	 1.30708e-02	 8.19739e-01	 9.62157e-03
23252	          	  9.29	 3.11089e-01	 2.90462e-03	 3.97894e-01	 2.99539e-02
23253	          	  9.16	 6.25819e-02	 3.99386e-03	 1.08011e-01	 9.80311e-03
23254	          	  8.08	 3.00909e-02	 5.08309e-03	 1.31800e-01	 1.18000e-02
23255	          	  8.89	 3.62577e-01	 1.54308e-02	 1.17681e+00	 1.23447e-02
23256	          	  8.39	 1.03125e+00	 9.07695e-04	 2.42846e+00	 1.27077e-02
23257	  1.220000	  9.24	 4.72132e-01	 1.21631e-02	 1.02915e+00	 1.43416e-02
23258	          	 10.14	 4.18135e-05	 3.68524e-02	 7.92396e-01	 4.44771e-01
23259	          	  8.59	 9.72486e-02	 6.17233e-03	 3.81265e-01	 4.35694e-03
23260	          	  8.43	 1.40415e-01	 1.05293e-02	 4.50442e-01	 1.16185e-02
23261	          	  9.30	 3.58184e-01	 5.26463e-03	 6.88015e-01	 1.14370e-02
23262	          	  8.49	 1.13666e-01	 6.17233e-03	 1.58155e-01	 2.66862e-02
23263	          	  8.38	 1.47735e-01	 6.17233e-03	 2.60038e-01	 6.53540e-03
23264	          	  8.98	 6.54339e-02	 1.19816e-02	 8.85315e-02	 3.26770e-03
23265	          	 10.54	 4.01615e-01	 4.70186e-02	 2.24230e+00	 7.66095e-02
23266	          	  7.47	 1.47382e-01	 9.44003e-03	 3.08906e-01	 3.99386e-03
23267	          	  8.55	 1.22881e-01	 3.99386e-03	 2.21439e-01	 5.08309e-03
23268	          	  9.07	 1.66888e-01	 3.26770e-02	 1.67110e-01	 1.25262e-02
23269	          	  8.20	 2.55379e-01	 1.18000e-02	 5.82148e-01	 6.53540e-03
23270	          	  3.44	 1.94099e-03	 1.81539e-04	 2.95628e-02	 3.63078e-04
23271	          	 10.65	 1.37867e+00	 9.53080e-02	 6.05879e+00	 3.36936e-01
23272	          	  9.70	 2.12247e+01	 8.91175e-01	 1.66350e+02	 2.87630e+00
23273	          	  8.75	 2.99599e-01	 3.50370e-02	 2.93470e-01	 1.55397e-01
23274	          	  8.76	 8.78631e-01	 1.47047e-02	 1.79872e+00	 6.35387e-03
23275	          	  3.98	 4.43380e-03	 1.81539e-04	 5.20915e-02	 5.44617e-04
23276	          	  7.93	 9.98519e-02	 1.43416e-02	 1.67989e-01	 8.16926e-03
23277	  1.152000	 10.01	 1.57707e+00	 3.92124e-02	 5.44497e+00	 6.68064e-02
23278	  1.613000	  9.47	 1.72860e+00	 1.54308e-02	 2.50518e+00	 5.62771e-03
23279	          	  8.97	 3.27772e+00	 5.88186e-02	 1.22793e+01	 1.24899e-01
23280	          	  9.93	 1.80184e+00	 8.75018e-02	 2.98724e+00	 1.38696e-01
23281	          	  8.94	 2.10778e-01	 1.37970e-02	 4.68084e-01	 5.08309e-03
23282	          	  8.15	 5.08937e-02	 1.28893e-02	 1.76304e-01	 8.71387e-03
23283	          	  9.03	 1.29765e-01	 2.25108e-02	 1.96235e-01	 1.37970e-02
23284	          	  9.88	 2.56917e+00	 3.73970e-02	 5.78220e+00	 4.01201e-02
23285	          	  8.24	 1.62034e+00	 1.85170e-02	 5.64103e+00	 3.39478e-02
23286	          	  8.85	 7.63248e-02	 1.50677e-02	 1.15149e-01	 1.32523e-02
23287	          	  8.19	 6.35982e-01	 9.07695e-04	 1.39635e+00	 3.12247e-02
23288	          	  9.55	 5.17640e-01	 2.03324e-02	 1.14372e+00	 9.80311e-03
23289	          	  7.00	 2.91585e-02	 2.43262e-02	 6.48341e-02	 8.35080e-03
23290	          	  9.32	 2.46183e-01	 2.28739e-02	 5.63755e-01	 1.99693e-02
23291	          	  7.71	 7.02255e-02	 6.35387e-03	 1.33876e-01	 5.08309e-03
23292	          	  9.54	 4.91350e-01	 1.77908e-02	 1.07645e+00	 1.36154e-02
23293	          	 10.61	 5.41226e-01	 5.22832e-02	 3.72903e+00	 2.51976e-01
23294	          	  9.46	 3.60483e-01	 1.47047e-02	 7.15946e-01	 1.16185e-02
23295	  0.894000	 10.13	 1.27316e+00	 2.26924e-02	 6.50255e+00	 5.62771e-02
23296	          	  9.13	 1.24132e-01	 2.17847e-03	 2.02263e+00	 3.04986e-02
23297	          	  8.42	 2.25663e-01	 2.54155e-03	 3.74914e-01	 1.45231e-03
23298	          	  9.82	 1.89368e-01	 1.14370e-02	 3.86032e-01	 1.43416e-02
23299	          	  8.51	 4.60027e-02	 3.81232e-03	 8.41517e-02	 1.12554e-02
23300	          	  8.23	 9.27998e-01	 1.73370e-01	 2.14330e+00	 5.30820e-01
23301	          	  7.87	 8.96861e-02	 3.81232e-03	 1.72003e-01	 3.44924e-03
23302	          	  9.61	 9.47318e-01	 5.80925e-03	 1.52730e+00	 2.43262e-02
23303	          	  8.42	 1.59985e-01	 8.53233e-03	 2.83276e-01	 4.35694e-03
23304	          	  8.75	 1.40713e-01	 7.98772e-03	 2.35171e-01	 1.16185e-02
23305	          	  9.28	 1.03549e-01	 7.98772e-03	 2.77976e-01	 5.79109e-02
23306	          	  8.49	 1.64097e-01	 2.54155e-03	 1.28188e-01	 1.99693e-03
23307	          	  9.59	 3.60648e-01	 3.08616e-03	 5.96523e-01	 7.62464e-03
23308	          	  6.84	 6.14070e-02	 2.72309e-03	 1.04054e-01	 6.17233e-03
23309	          	  8.70	 1.71155e-01	 9.07695e-04	 2.77345e-01	 5.44617e-03
23310	          	  9.21	 2.95686e-01	 5.62771e-03	 5.43920e-01	 1.54308e-02
23311	          	  7.73	 5.42504e-02	 4.90155e-03	 1.62191e-01	 1.03477e-02
23312	          	  9.29	 2.08340e-01	 2.52339e-02	 3.81374e-01	 4.33878e-02
23313	          	  8.10	 2.57091e-01	 1.12554e-02	 4.71145e-01	 2.72309e-03
23314	          	  9.49	 7.60601e-01	 1.21631e-02	 9.67596e-01	 7.82433e-02
23315	          	  7.76	 1.82780e+00	 4.41140e-02	 6.47626e+00	 5.91817e-02
23316	          	  8.83	 2.52107e-01	 3.26770e-03	 4.57649e-01	 4.17540e-03
23317	          	  9.27	 2.31029e-01	 1.81539e-03	 3.40279e-01	 2.36001e-03
23318	          	 10.59	 2.40107e+00	 2.43262e-02	 3.18668e+01	 1.28893e-01
23319	          	  7.56	 2.06014e-01	 3.63078e-04	 3.06733e-01	 0.00000e+00
23320	          	  9.99	 1.20677e+00	 2.68678e-02	 4.24061e+00	 2.39632e-02
23321	          	  7.06	 1.88208e-01	 2.72309e-03	 5.82029e-01	 1.45231e-02
23322	          	  8.14	 1.52020e-01	 9.25849e-03	 3.89899e-01	 1.28893e-02
23323	          	  9.63	 1.05681e+00	 1.72462e-01	 1.18910e+00	 4.73817e-02
23324	          	  7.78	 5.16889e-02	 4.35694e-03	 1.14790e-01	 5.80925e-03
23325	          	  7.67	 1.47898e-01	 0.00000e+00	 1.40739e-01	 1.81539e-04
23326	          	  9.39	 1.93646e-01	 1.05293e-02	 3.10142e-01	 2.90462e-03
23327	          	  9.87	 8.08992e-01	 6.35387e-03	 1.55457e+00	 1.96062e-02
23328	          	  9.60	 3.05315e-01	 4.19355e-02	 5.31383e-01	 2.46893e-02
23329	          	 10.15	 2.92411e+00	 9.36378e-01	 9.89624e+00	 1.65945e+00
23330	          	  7.90	 1.14800e-02	 1.37970e-02	 6.87557e-02	 1.88801e-02
23331	          	  9.19	 1.97199e-01	 4.72001e-03	 3.83545e-01	 6.35387e-03
23332	          	  9.28	 1.35142e+00	 7.98772e-03	 1.55782e+00	 2.46893e-02
23333	          	  8.76	 2.95648e-01	 1.83354e-02	 6.68873e-01	 4.35694e-03
23334	  0.561600	  7.81	 2.11446e-01	 2.90462e-03	 3.51817e-01	 3.26770e-03
23335	          	  9.26	 1.09750e+00	 1.83354e-02	 2.62242e+00	 1.68831e-02
23336	          	  7.77	 1.93998e-02	 5.99079e-03	 6.39718e-02	 9.44003e-03
23337	          	  8.97	 1.65213e-01	 1.90616e-02	 4.21218e-01	 1.01662e-02
23338	          	  9.10	 2.33731e-01	 1.63385e-02	 2.82717e-01	 2.32370e-02
23339	          	  6.97	 3.42591e-02	 5.62771e-03	 9.10269e-02	 5.44617e-03
23340	          	  9.76	 9.93581e-01	 3.63078e-03	 1.16280e+00	 8.35080e-03
23341	          	  8.29	 5.49246e-02	 7.80618e-03	 9.28195e-02	 9.44003e-03
23342	          	  9.98	 1.00020e+00	 4.53848e-03	 1.58400e+00	 4.90155e-03
23343	          	  9.43	 2.96044e-01	 4.53848e-02	 4.28850e-01	 7.26156e-02
23344	          	  8.73	 5.51614e-02	 7.80618e-03	 1.49026e-01	 5.08309e-03
23345	          	 10.14	 1.97437e+00	 9.24034e-02	 7.95853e+00	 1.03296e-01
23346	          	  9.44	 1.03335e-01	 2.28739e-02	 3.50655e-01	 8.31449e-02
23347	          	  7.60	 5.85881e-02	 8.35080e-03	 1.24891e-01	 1.19816e-02
23348	          	  9.27	 5.99351e-01	 3.52186e-02	 1.23186e+00	 2.36001e-02
23349	          	  9.06	 2.06620e-01	 1.16185e-02	 9.39388e-01	 1.99693e-02
23350	          	  8.46	 3.79340e-01	 9.98465e-03	 9.03070e-01	 4.17540e-03
23351	          	  8.44	 1.01738e-01	 1.03477e-02	 1.46328e-01	 3.63078e-03
23352	          	  8.25	 1.71028e-01	 2.54155e-03	 1.71274e-01	 6.53540e-03
23353	          	 10.71	 9.46323e-01	 1.54127e-01	 3.43107e+00	 3.32579e-01
23354	          	  7.23	 3.05070e-02	 7.62464e-03	 7.31722e-02	 8.35080e-03
23355	          	  8.46	 6.59052e-02	 5.62771e-03	 1.46567e-01	 8.71387e-03
23356	          	  9.03	 1.05899e-01	 4.53848e-03	 1.52918e-01	 2.21478e-02
23357	          	  7.31	 7.18586e-02	 1.52493e-02	 2.88246e-01	 2.95909e-02
23358	          	  9.54	 1.63924e-01	 1.12554e-02	 3.34143e-01	 4.26617e-02
23359	          	  8.42	 1.41967e-01	 2.03324e-02	 4.03449e-01	 1.74277e-02
23360	  0.605000	  9.75	 7.47371e-01	 2.41447e-02	 3.94332e+00	 6.08156e-02
23361	          	  7.20	 3.82844e-02	 3.63078e-03	 9.20639e-02	 7.98772e-03
23362	          	  8.72	 5.86338e-01	 9.80311e-03	 1.45911e+00	 3.26770e-03
23363	          	  8.51	 1.13479e-01	 1.25262e-02	 2.85884e-01	 1.30708e-02
23364	          	  9.31	 6.35024e-01	 1.81539e-02	 1.57130e+00	 9.44003e-03
23365	          	  7.33	 1.84513e-01	 2.72309e-03	 3.25962e-01	 2.17847e-03
23366	          	  9.15	 2.14682e-01	 1.63385e-03	 3.21178e-01	 9.62157e-03
23367	          	  9.17	 2.28173e-01	 9.62157e-03	 3.83577e-01	 2.17847e-02
23368	          	  4.32	 1.32038e-02	 5.44617e-04	 2.95036e-01	 5.26463e-03
23369	          	  9.44	 4.92962e-01	 3.90309e-02	 1.12271e+00	 4.86525e-02
23370	          	  8.43	 2.84792e-01	 2.17847e-03	 4.03166e-01	 2.17847e-03
23371	          	  9.77	 1.46891e-01	 7.26156e-04	 4.27931e-01	 4.35694e-03
23372	          	  7.87	 7.50435e-02	 5.44617e-03	 1.25241e-01	 2.54155e-03
23373	          	  9.81	 1.02687e+00	 1.16185e-02	 1.70708e+00	 4.62925e-02
23374	          	 10.70	 5.22037e-01	 6.78956e-02	 2.78136e+00	 2.59419e-01
23375	          	  8.22	 7.88351e-02	 6.35387e-03	 2.10501e-01	 4.17540e-03
23376	          	 10.04	 1.12472e+00	 2.03324e-02	 2.96262e+00	 5.35540e-02
23377	          	  8.47	 2.82669e-02	 1.81539e-02	 2.05557e-01	 5.33725e-02
23378	          	  8.95	 7.12127e-02	 1.16185e-02	 1.78187e-01	 1.74277e-02
23379	          	  8.43	 1.13009e-01	 5.80925e-03	 3.06354e-01	 4.90155e-03
23380	          	  7.60	 1.19158e-02	 6.71694e-03	 4.77731e-02	 1.12554e-02
23381	          	  9.40	 3.41494e-01	 3.46740e-02	 9.14844e-01	 1.10376e-01
23382	          	  8.10	 9.66358e-02	 4.35694e-03	 1.88615e-01	 1.08923e-03
23383	          	  8.73	 1.76765e-01	 3.77601e-02	 1.88248e-01	 2.46893e-02
23384	          	  9.42	 1.35977e-01	 1.08923e-03	 1.89474e-01	 9.07695e-04
23385	          	  9.55	 4.40058e-01	 1.14370e-02	 8.64895e-01	 6.84402e-02
23386	          	  9.16	 7.34256e-01	 1.14370e-02	 1.54954e+00	 4.35694e-03
23387	          	  9.56	 7.55166e-01	 2.26924e-02	 1.88394e+00	 2.28739e-02
23388	          	  8.97	 7.78937e-02	 1.99693e-03	 1.97633e-01	 1.67016e-02
23389	  0.524000	 10.27	 2.55830e+00	 6.44464e-02	 1.82748e+01	 1.54308e-01
23390	          	  8.47	 1.24888e+00	 4.17540e-03	 3.32779e+00	 1.45231e-03
23391	          	  8.31	 5.85216e-02	 4.90155e-03	 2.19250e-01	 1.27077e-02
23392	          	  7.35	 1.90434e-01	 1.19816e-02	 2.30972e-01	 6.20863e-02
23393	          	  8.16	 1.99160e-01	 7.62464e-03	 4.18999e-01	 1.08923e-03
23394	          	 10.03	 8.87668e-01	 9.62157e-02	 2.03190e+00	 1.57213e-01
23395	          	 10.75	 5.24357e-02	 6.17233e-03	 6.96747e-01	 4.28432e-02
23396	          	  7.40	 1.07826e-02	 8.71387e-03	 3.45527e-02	 2.26924e-02
23397	          	  8.76	 9.04184e-02	 2.36001e-03	 1.54416e-01	 3.08616e-03
23398	          	  8.56	 3.02559e-02	 7.80618e-03	 7.29841e-02	 1.16185e-02
23399	          	  9.18	 1.32794e-01	 2.05139e-02	 1.71956e-01	 7.26156e-03
23400	          	  7.85	 3.80923e-02	 1.08923e-03	 4.18524e-02	 6.35387e-03
23401	          	  8.48	 4.44513e-01	 1.92431e-02	 3.48095e-01	 5.44617e-04
23402	          	  7.30	 2.21728e-02	 8.89541e-03	 6.76030e-02	 2.90462e-03
23403	          	  8.52	 9.99303e-02	 1.65201e-02	 2.82384e-01	 1.08923e-02
23404	          	  9.64	 1.07097e+00	 2.95909e-02	 3.00008e+00	 4.44771e-02
23405	  0.363000	  9.03	 3.82557e+00	 5.10125e-02	 8.25592e+00	 7.09818e-02
23406	          	  8.52	 1.09606e-01	 1.81539e-03	 1.01511e-01	 3.44924e-03
23407	          	  9.05	 8.03633e-01	 2.32370e-02	 2.12269e+00	 5.62771e-03
23408	  1.135000	  9.67	 1.37447e+00	 2.26924e-02	 3.63278e+00	 1.65201e-02
23409	          	 10.34	 3.30468e-01	 0.00000e+00	 2.33306e+00	 0.00000e+00
23410	  0.400000	  8.89	 1.71772e+00	 3.57632e-02	 5.12532e+00	 5.31909e-02
23411	          	  6.97	 7.45450e-02	 5.51879e-02	 1.72909e-01	 1.99693e-03
23412	          	  9.04	 3.41286e-01	 1.08923e-03	 2.40262e-01	 1.08923e-03
23413	          	  8.41	 2.68585e-02	 6.17233e-03	 3.03180e-02	 7.62464e-03
23414	          	  8.51	 1.48159e-01	 7.80618e-03	 1.01719e-01	 1.45231e-03
23415	          	  9.98	 3.41239e-01	 6.73510e-02	 9.43651e-01	 1.07290e-01
23416	          	  4.30	 2.42729e-05	 0.00000e+00	 9.35743e-04	 0.00000e+00
23417	          	  9.27	 4.85631e-01	 6.35387e-03	 1.20762e+00	 4.35694e-03
23418	          	  8.10	 8.21116e-02	 1.08923e-03	 9.91250e-02	 5.44617e-04
23419	          	 10.34	 5.65592e-01	 3.90309e-02	 2.52599e+00	 4.90155e-02
23420	          	 10.55	 9.18439e-01	 0.00000e+00	 5.26804e+00	 0.00000e+00
23421	          	 10.12	 5.75119e-01	 7.80618e-03	 1.03892e+00	 9.24034e-02
23422	  2.435000	 10.69	 1.33884e+00	 3.35847e-02	 4.18026e+00	 9.36741e-02
23423	          	  8.37	 1.51025e-01	 9.07695e-03	 2.15965e-01	 7.08002e-03
23424	          	 10.06	 1.40568e+00	 4.81078e-02	 4.39677e+00	 5.62771e-02
23425	          	  8.89	 7.44299e-01	 7.08002e-03	 1.84422e+00	 1.01662e-02
23426	          	  9.35	 8.83652e-01	 2.50524e-02	 1.62216e+00	 1.63385e-03
23427	          	  8.06	 1.06106e-01	 4.53848e-03	 2.55613e-01	 1.41600e-02
23428	          	  8.82	 2.17565e-01	 1.45231e-02	 5.39817e-01	 2.08770e-02
23429	          	 11.42	 8.37287e+00	 1.15096e-01	 1.47438e+01	 8.60677e-01
23430	          	  9.55	 1.45239e-01	 1.45231e-03	 3.44083e-01	 2.48708e-02
23431	          	  8.26	 1.70332e-01	 8.16926e-03	 3.48937e-01	 3.08616e-03
23432	          	  7.98	 7.21865e-02	 8.53233e-03	 1.68281e-01	 4.90155e-03
23433	          	  7.27	 2.29902e-02	 2.28739e-02	 5.77977e-02	 6.35387e-03
23434	          	  9.12	 2.81853e-01	 9.07695e-04	 3.68847e-01	 6.17233e-03
23435	          	  8.25	 2.33245e-02	 5.08309e-03	 5.43782e-02	 5.99079e-03
23436	          	  8.17	 2.08192e-01	 8.35080e-03	 4.05199e-01	 3.26770e-03
23437	          	 10.35	 6.91057e-01	 1.35610e-01	 1.78308e+00	 4.61109e-02
23438	          	  9.17	 1.02788e-01	 3.44924e-03	 2.06425e-01	 1.63385e-03
23439	          	  9.02	 3.62800e-01	 9.07695e-04	 3.95156e-01	 1.54308e-02
23440	          	  9.16	 4.68792e-01	 1.16730e-01	 1.28900e+00	 9.91203e-02
23441	          	 10.88	 1.91458e-01	 2.14216e-02	 1.60573e+00	 9.93018e-02
23442	          	  8.41	 1.20152e-01	 9.62157e-03	 2.78339e-01	 2.17847e-03
23443	          	  9.25	 2.30693e-01	 1.45231e-02	 3.13563e-01	 2.14216e-02
23444	          	  8.46	 9.38121e-02	 4.35694e-03	 2.13414e-01	 7.44310e-03
23445	          	  9.74	 3.48861e-01	 1.41600e-02	 2.78176e+00	 5.04678e-02
23446	          	  8.73	 1.25749e-01	 8.89541e-03	 7.09563e-01	 1.25262e-02
23447	          	  7.91	 7.25753e-02	 6.17233e-03	 1.15736e-01	 3.99386e-03
23448	          	 10.07	 7.62874e-01	 2.95909e-02	 3.88929e+00	 6.91664e-02
23449	          	  8.36	 7.55253e-02	 1.81539e-03	 1.09581e-01	 1.76093e-02
23450	          	 10.07	 5.75344e-01	 2.25108e-02	 1.63959e+00	 5.64586e-02
23451	          	  9.04	 2.55477e-01	 8.29633e-02	 7.50573e-01	 9.87572e-02
23452	          	  7.85	 8.85772e-02	 2.36001e-03	 1.98952e-01	 2.16031e-02
23453	          	 11.06	 1.15538e+01	 1.86985e-01	 1.60557e+02	 1.18563e+00
23454	          	  8.37	 7.34993e-02	 5.44617e-03	 1.55841e-01	 1.10739e-02
23455	          	  8.87	 7.81878e-02	 3.24955e-02	 1.14786e-01	 5.35540e-02
23456	          	 10.35	 1.40583e+00	 4.42955e-02	 2.06715e+00	 7.08002e-03
23457	          	  8.07	 1.24872e-01	 8.16926e-03	 3.31016e-01	 8.35080e-03
23458	          	  8.00	 7.43856e-02	 9.07695e-03	 2.80309e-01	 9.44003e-03
23459	          	 10.18	 9.07390e-01	 1.08923e-02	 2.04024e+00	 7.62464e-03
23460	          	  8.54	 4.10525e-01	 9.80311e-03	 1.05891e+00	 2.54155e-03
23461	          	  8.31	 6.63126e-02	 7.08002e-03	 2.30566e-01	 9.62157e-03
23462	  0.958000	 10.49	 1.46655e+00	 4.26617e-02	 8.56171e+00	 1.38514e-01
23463	  0.665000	 10.23	 1.66663e+00	 5.70033e-02	 1.03048e+01	 1.06019e-01
23464	          	  8.37	 1.34015e-01	 1.07108e-02	 3.53446e-01	 1.12554e-02
23465	          	 10.11	 2.03466e+00	 7.18895e-02	 1.37058e+01	 1.78453e-01
23466	          	  8.73	 1.64245e-01	 1.74277e-02	 3.78418e-01	 3.99386e-03
23467	          	  8.83	 1.59941e-01	 1.99693e-03	 2.82770e-01	 1.07108e-02
23468	          	  8.95	 1.90451e-01	 6.71694e-03	 3.94408e-01	 6.20863e-02
23469	          	  8.70	 7.76283e-02	 7.98772e-03	 1.96619e-01	 1.74277e-02
23470	          	  9.45	 9.31836e-01	 1.72462e-01	 2.29514e+00	 2.41447e-01
23471	          	 10.46	 2.53346e-01	 5.08309e-03	 1.08759e+00	 1.28893e-02
23472	          	  8.17	 5.61380e-01	 9.07695e-03	 1.31692e+00	 1.37970e-02
23473	          	  9.49	 5.12416e-02	 2.46893e-02	 2.36402e-01	 5.88186e-02
23474	  2.021000	  9.45	 1.30289e+00	 5.44617e-03	 1.56144e+00	 1.59754e-02
23475	          	  8.14	 1.32969e-01	 8.16926e-03	 2.40792e-01	 1.27077e-03
23476	          	  7.37	 1.05376e-01	 3.44924e-03	 1.47899e-01	 7.26156e-04
23477	          	  8.23	 1.91800e-01	 3.26770e-03	 3.35602e-01	 7.08002e-03
23478	          	 10.19	 2.22065e+00	 5.97263e-02	 1.39333e+01	 1.72825e-01
23479	          	  9.49	 9.09089e-01	 6.42648e-02	 1.42245e+00	 1.52493e-01
23480	          	  8.63	 1.90919e-01	 3.81232e-03	 3.15137e-01	 1.79724e-02
23481	          	  9.71	 1.73178e+00	 3.68524e-02	 4.23494e+00	 2.50524e-02
23482	          	  8.74	 2.61683e-01	 1.99693e-03	 3.13910e-01	 3.01355e-02
23483	  2.304000	 10.21	 1.95885e+00	 2.50524e-02	 3.77267e+00	 3.15878e-02
23484	          	  8.39	 6.18228e-02	 9.62157e-03	 1.39167e-01	 1.01662e-02
23485	          	  9.32	 6.58217e+00	 8.44156e-02	 2.29072e+01	 2.99721e-01
23486	          	  9.01	 2.15712e-01	 8.71387e-03	 2.36875e-01	 4.10278e-02
23487	          	  8.63	 2.64653e-01	 2.79570e-02	 5.23457e-01	 5.08309e-03
23488	          	  9.43	 2.48213e-01	 7.62464e-03	 4.69416e-01	 2.48708e-02
23489	          	  8.78	 2.82951e-01	 1.41600e-02	 8.79103e-01	 1.45231e-02
23490	          	  8.01	 1.47799e-01	 8.35080e-03	 5.34367e-01	 7.80618e-03
23491	          	  7.88	 1.21323e-01	 3.63078e-03	 1.55661e-01	 7.26156e-04
23492	          	 11.25	 3.24852e+00	 0.00000e+00	 7.98234e+01	 0.00000e+00
23493	          	  8.95	 1.22097e-01	 7.26156e-03	 2.16674e-01	 1.67016e-02
23494	          	  8.96	 9.27824e-02	 4.90155e-03	 2.21177e-01	 1.16185e-02
23495	          	  7.90	 8.29735e-02	 2.25108e-02	 4.18066e-01	 3.86678e-02
23496	          	  9.71	 5.95945e-01	 1.10739e-02	 1.33133e+00	 1.18000e-02
23497	          	  9.12	 3.36650e-01	 5.90002e-02	 6.93839e-01	 1.27985e-01
23498	          	  8.55	 2.42693e-02	 4.35694e-03	 9.28376e-02	 4.62925e-02
23499	          	  8.72	 1.89292e-01	 1.30708e-02	 3.98366e-01	 4.17540e-02
23500	          	  8.83	 1.35493e-01	 7.26156e-03	 2.46652e-01	 1.27077e-02
23501	  0.667000	 10.52	 2.44300e+00	 8.93172e-02	 1.67559e+01	 1.76819e-01
