Seq	zspec	lmass	Fu	e_Fu	Fr	e_Fr
 5536	          	  9.48	 5.50622e-01	 2.86832e-02	 2.16776e+00	 2.66862e-02
 5537	          	  8.07	 1.47837e-01	 5.44617e-03	 3.86780e-01	 3.44924e-03
 5538	          	  8.95	 2.10249e-01	 5.26463e-03	 3.70002e-01	 4.66555e-02
 5539	          	  8.00	 4.15870e-01	 0.00000e+00	 4.68556e-01	 0.00000e+00
 5540	          	  9.05	 8.14006e-02	 1.47047e-02	 1.66762e-01	 2.28739e-02
 5541	          	  9.01	 1.30064e-01	 1.67016e-02	 5.27683e-01	 1.88801e-02
 5542	          	  8.84	 2.44248e-01	 6.69879e-02	 5.44686e-01	 3.84863e-02
 5543	          	  9.00	 1.27524e-01	 1.63385e-03	 2.03311e-01	 8.16926e-03
 5544	          	  7.98	 6.48900e-02	 1.77908e-02	 4.33286e-01	 4.04832e-02
 5545	          	 10.14	 1.97093e-01	 2.26924e-02	 9.67429e-01	 7.11633e-02
 5546	          	  8.40	 1.00113e-01	 5.80925e-03	 2.44104e-01	 6.17233e-03
 5547	          	  8.80	 4.04215e-02	 8.35080e-03	 7.77201e-02	 2.36001e-02
 5548	          	  5.78	 4.89095e-02	 2.83201e-02	 1.61759e-01	 4.95602e-02
 5549	          	  7.35	 9.43349e+00	 3.73789e-01	 7.99872e+01	 9.92292e-01
 5550	          	 10.35	 4.65019e-01	 1.45957e-01	 1.52845e+00	 3.52186e-01
 5551	          	  8.71	 3.73778e-01	 9.98465e-03	 1.19087e+00	 5.06494e-02
 5552	          	  9.47	 1.07916e+00	 4.12094e-02	 2.05221e+00	 4.17540e-03
 5553	          	  9.27	 3.88991e-01	 2.61416e-02	 9.92906e-01	 7.80618e-03
 5554	          	  8.69	 7.65140e-01	 9.62157e-03	 1.65708e+00	 1.99693e-03
 5555	          	  8.56	 1.41357e+00	 1.19816e-02	 2.02908e+00	 7.40679e-02
 5556	          	  8.50	 2.84117e-01	 1.18000e-02	 4.95148e-01	 1.45231e-03
 5557	          	  8.49	 6.90985e-02	 7.44310e-03	 1.58651e-01	 7.29787e-02
 5558	          	  8.82	 5.68562e-02	 5.44617e-03	 1.48970e-01	 1.18000e-02
 5559	          	  7.72	 7.96542e-02	 2.90462e-03	 1.51967e-01	 5.08309e-03
 5560	          	 10.02	 1.60521e+00	 6.84402e-02	 2.43602e+00	 1.45957e-01
 5561	          	 10.22	 4.87007e-01	 2.74124e-02	 1.37074e+00	 2.57785e-02
 5562	          	  7.77	 1.62654e-01	 1.90616e-02	 5.62361e-01	 1.41600e-02
 5563	          	  9.01	 9.82987e-01	 2.74124e-02	 2.59738e+00	 8.89541e-03
 5564	          	  9.65	 9.21053e-01	 6.82587e-02	 2.19084e+00	 5.50063e-02
 5565	          	  8.62	 1.58028e-01	 1.41600e-02	 3.22780e-01	 9.07695e-03
 5566	          	  8.56	 1.64650e-01	 7.62464e-03	 2.88066e-01	 3.81232e-03
 5567	          	  8.92	 1.02048e-01	 5.99079e-03	 1.45601e-01	 1.99693e-02
 5568	          	  9.27	 1.73321e-01	 1.07108e-02	 3.20948e-01	 4.82894e-02
 5569	          	 10.17	 8.24703e-01	 8.91357e-02	 2.68359e+00	 6.24494e-02
 5570	          	  8.69	 2.76168e-01	 5.26463e-03	 3.38300e-01	 2.74124e-02
 5571	          	  8.08	 3.20354e-01	 8.16926e-03	 5.39040e-01	 3.63078e-03
 5572	          	 10.90	 2.47951e+00	 0.00000e+00	 1.95964e+01	 0.00000e+00
 5573	          	  8.31	 1.58115e-01	 1.07108e-02	 3.18488e-01	 3.81232e-03
 5574	          	  9.06	 9.46733e-02	 5.44617e-04	 8.53237e-02	 1.99693e-03
 5575	          	 10.42	 1.38487e+00	 0.00000e+00	 1.03135e+01	 0.00000e+00
 5576	          	  7.58	 1.98849e-01	 5.08309e-03	 1.03759e+00	 3.57632e-02
 5577	          	  9.27	 5.62038e-01	 5.10125e-02	 1.83488e+00	 5.91817e-02
 5578	          	  9.29	 1.39640e+00	 2.68678e-02	 4.04701e+00	 2.88647e-02
 5579	          	 10.77	 1.78458e+00	 0.00000e+00	 1.37993e+01	 0.00000e+00
 5580	          	  7.39	 1.01130e-01	 5.44617e-03	 2.61055e-01	 4.35694e-03
 5581	          	  7.84	 6.27366e-02	 1.23447e-02	 1.22564e-01	 1.25262e-02
 5582	          	  9.46	 3.14941e-01	 2.90462e-03	 4.48739e-01	 2.79570e-02
 5583	          	 10.95	 1.10915e+00	 8.67757e-02	 7.02912e+00	 4.66011e-01
 5584	          	  9.82	 7.43961e-01	 2.01508e-02	 1.80389e+00	 5.84556e-02
 5585	          	  9.94	 2.97672e-01	 1.63385e-02	 7.99436e-01	 6.13602e-02
 5586	          	  9.25	 2.90951e-01	 1.07108e-02	 5.53240e-01	 1.83354e-02
 5587	          	  8.87	 2.05780e-01	 1.05293e-02	 3.68252e-01	 2.01508e-02
 5588	          	  9.51	 6.46057e-02	 6.17233e-03	 2.02056e-01	 9.44003e-03
